# ID            Ra                 Dec                 Field            M_UV                zbest              zphot              zspec  ref                                   isBL Xray index MBH                Lbol                 
  362310        150.03593273657035 1.9432838402147297  COSMOS           -23.137218711332412 7.115150046715598  7.115150046715598  0.0    Akin24                                0    0    452   -99.0              2.8079909738799594E45
  335962        150.0377162717109  1.9284068734928153  COSMOS           -23.201845747081055 6.184131532541514  6.184131532541514  0.0    Akin24                                0    0    453   -99.0              2.974491837818163E45 
  341734        150.03861066303514 1.990003571743811   COSMOS           -22.1000730535502   6.201779441069373  6.201779441069373  0.0    Akin24                                0    0    454   -99.0              1.1188204882152139E45
  513339        150.04146060716434 2.4934394889832494  COSMOS           -22.228308434373275 7.531904203387784  7.531904203387784  0.0    Akin24                                0    0    455   -99.0              1.2530536595711125E45
  94709         150.04390833011374 2.080001772838988   COSMOS           -24.07896939029353  5.410807061384377  5.410807061384377  0.0    Akin24                                0    0    456   -99.0              6.517492009534462E45 
  337146        150.04653816013453 1.939632997813077   COSMOS           -23.360427141817354 7.823227279959594  7.823227279959594  0.0    Akin24                                0    0    457   -99.0              3.4265023796395044E45
  507540        150.05022166311682 2.634411195974905   COSMOS           -22.75893699308245  7.1991623604169295 7.1991623604169295 0.0    Akin24                                0    0    458   -99.0              2.0054845073253833E45
  538351        150.05125262972106 2.507224469694305   COSMOS           -22.90900697149832  6.4071934456113295 6.4071934456113295 0.0    Akin24                                0    0    459   -99.0              2.2916909861870823E45
  116024        150.0532645888294  2.0835892742266404  COSMOS           -21.757308047620278 5.547202163012724  5.547202163012724  0.0    Akin24                                0    0    460   -99.0              8.270619911680942E44 
  758982        150.05367841556858 2.4057793772264064  COSMOS           -24.939518441941694 5.194240202446515  5.194240202446515  0.0    Akin24                                0    0    461   -99.0              1.4127760481223985E46
  746708        150.05411662742281 2.284627674570635   COSMOS           -21.30923014125996  6.189355793279634  6.189355793279634  0.0    Akin24                                0    0    462   -99.0              5.581186696531004E44 
  105829        150.05424442281466 2.201157850078192   COSMOS           -24.91711296322275  6.194295564529317  6.194295564529317  0.0    Akin24                                0    0    463   -99.0              1.3845427606439446E46
  339030        150.05524233701323 1.9551784393892897  COSMOS           -21.918644934543707 6.0650035438507786 6.0650035438507786 0.0    Akin24                                0    0    464   -99.0              9.533355748117261E44 
  532929        150.05525628494232 2.4650844262581546  COSMOS           -21.815802659165065 6.030704499555117  6.030704499555117  0.0    Akin24                                0    0    465   -99.0              8.707607695709006E44 
  31319         150.05536979441715 2.2915888796288457  COSMOS           -20.343276521749207 6.333873748779297  6.333873748779297  0.0    Kokorev24/Kocevski24                  0    0    466   -99.0              2.407963543797595E44 
  352769        150.05625695509087 1.8646934975347216  COSMOS           -21.332445699405966 6.214881412341779  6.214881412341779  0.0    Akin24                                0    0    467   -99.0              5.69580594079082E44  
  111533        150.05811549425647 2.055287610580622   COSMOS           -21.178071578485184 7.025929565926646  7.025929565926646  0.0    Akin24                                0    0    468   -99.0              4.97615452871062E44  
  126749        150.05827010767683 2.1613348865325395  COSMOS           -21.66484094611551  6.020993291237021  6.020993291237021  0.0    Akin24                                0    0    469   -99.0              7.624636006437812E44 
  758452        150.05864095387312 2.399338820928772   COSMOS           -25.44446187986507  5.825131345032378  5.825131345032378  0.0    Akin24                                0    0    470   -99.0              2.227858091810192E46 
  100798        150.058948         2.371372            COSMOS           -18.3               5.2                5.2                0.0    Kocevski24                            0    0    471   -99.0              4.232669362115116E43 
  31661         150.05966497582264 2.2934374274151508  COSMOS           -18.664583184144607 4.46262264251709   4.46262264251709   0.0    Kokorev24                             0    0    472   -99.0              5.74659463300946E43  
  15233         150.0597846244577  2.210537433565662   COSMOS           -17.884340167219005 4.98601770401001   4.98601770401001   0.0    Kokorev24                             0    0    473   -99.0              2.994476427728136E43 
  127506        150.05997840686314 2.165470890354838   COSMOS           -21.6286518899974   6.901852635929622  6.901852635929622  0.0    Akin24                                0    0    474   -99.0              7.385942197029151E44 
  531803        150.06105519787343 2.4546908237489817  COSMOS           -20.090126601529885 6.01049277185273   6.01049277185273   0.0    Akin24                                0    0    475   -99.0              1.9353561925698996E44
  332161        150.0622708356074  1.88093174994562    COSMOS           -24.037744541191753 5.493490555491276  5.493490555491276  0.0    Akin24                                0    0    476   -99.0              6.280949300331333E45 
  18540         150.06255912790388 2.2257225169163104  COSMOS           -18.44357128546024  8.9337158203125    8.9337158203125    0.0    Kokorev24/Kocevski24                  0    0    477   -99.0              4.773118855309809E43 
  753306        150.06275348592843 2.3498476676263857  COSMOS           -21.642545249118857 8.358200148062457  8.358200148062457  0.0    Akin24                                0    0    478   -99.0              7.476671417041655E44 
  42535         150.063143         2.218324            COSMOS           -18.02              6.49               6.49               0.0    Kocevski24/Akin24                     0    0    479   -99.0              3.3515114511199036E43
  43505         150.0633371231677  2.3549759118132676  COSMOS           -18.2588908483399   4.675452709197998  4.675452709197998  0.0    Kokorev24/Kocevski24                  0    0    480   -99.0              4.0897528192977475E43
  22702         150.06375987090527 2.2468025541453227  COSMOS           -19.493345197806313 5.431190490722656  5.431190490722656  0.0    Kokorev24/Kocevski24/Akin24           0    0    481   -99.0              1.1600942703197801E44
  329112        150.0638388414316  1.848495221371611   COSMOS           -23.92388599194786  5.5660068645651535 5.5660068645651535 0.0    Akin24                                0    0    482   -99.0              5.67157386253695E45  
  522137        150.06477379942382 2.5698290295500787  COSMOS           -23.87778125093762  6.133426149714142  6.133426149714142  0.0    Akin24                                0    0    483   -99.0              5.442085576037601E45 
  510265        150.0664215109951  2.453217240296094   COSMOS           -23.525377666309332 5.5857396477512555 5.5857396477512555 0.0    Akin24                                0    0    484   -99.0              3.970380076775119E45 
  21620         150.06657057247196 2.2401842227240047  COSMOS           -19.353267915806512 8.087143898010254  8.087143898010254  0.0    Kokorev24/Kocevski24/Akin24           0    0    485   -99.0              1.0295002518688848E44
  513860        150.066747145053   2.4897043726992067  COSMOS           -23.180858813036117 6.447703743283254  6.447703743283254  0.0    Akin24                                0    0    486   -99.0              2.9193583195539134E45
  18805         150.067833         2.303299            COSMOS           -19.07              6.43               6.43               0.0    Kocevski24/Akin24                     0    0    487   -99.0              8.092994871265487E43 
  336419        150.07013784769222 1.9215812735565687  COSMOS           -23.689927352285643 5.912103233582492  5.912103233582492  0.0    Akin24                                0    0    488   -99.0              4.599716133606947E45 
  13074         150.07167339071867 2.200406394279048   COSMOS           -19.42674007854113  5.214783191680908  5.214783191680908  0.0    Kokorev24/Kocevski24                  0    0    489   -99.0              1.0960146573780666E44
  32535         150.07197125377567 2.297260415195796   COSMOS           -20.23449898226678  5.749178409576416  5.749178409576416  0.0    Kokorev24                             0    0    490   -99.0              2.1919667148067786E44
  74251         150.072897         2.323619            COSMOS           -18.14              6.43               6.43               0.0    Kocevski24/Akin24                     0    0    491   -99.0              3.7035680965473274E43
  47165         150.07423597385812 2.373887226537977   COSMOS           -19.56849778809148  5.2337646484375    5.2337646484375    0.0    Kokorev24/Kocevski24                  0    0    492   -99.0              1.236998093613969E44 
  22379         150.07522099256468 2.2446800377985117  COSMOS           -17.561898788827357 5.73488187789917   5.73488187789917   0.0    Kokorev24                             0    0    493   -99.0              2.293861719815681E43 
  36179         150.07525          2.191796            COSMOS           -18.29              7.45               7.45               0.0    Kocevski24/Akin24                     0    0    494   -99.0              4.1974408104373194E43
  342741        150.07526973261906 1.9870053126698421  COSMOS           -21.37478907443475  5.926497400051099  5.926497400051099  0.0    Akin24                                0    0    495   -99.0              5.9110426179699645E44
  15702         150.07568          2.325286            COSMOS           -17.56              4.69               4.69               0.0    Kocevski24                            0    0    496   -99.0              2.2902757537675595E43
  20188         150.076026         2.29377             COSMOS           -18.45              5.77               5.77               0.0    Kocevski24/Akin24                     0    0    497   -99.0              4.798907038343428E43 
  93733         150.076182         2.394829            COSMOS           -18.53              9.04               9.04               0.0    Kocevski24                            0    0    498   -99.0              5.131992622724041E43 
  12184         150.07671          2.350924            COSMOS           -18.29              5.17               5.17               0.0    Kocevski24                            0    0    499   -99.0              4.1974408104373194E43
  371460        150.07756180326606 1.986948260510497   COSMOS           -21.07286038516104  6.052900401886408  6.052900401886408  0.0    Akin24                                0    0    500   -99.0              4.539170985357617E44 
  21037         150.0777709920214  2.237528737405602   COSMOS           -16.294338015678914 4.476104736328125  4.476104736328125  0.0    Kokorev24                             0    0    501   -99.0              8.181043240605114E42 
  42656         150.07778985191382 2.3503723579227365  COSMOS           -19.814370654938724 5.685393333435059  5.685393333435059  0.0    Kokorev24                             0    0    502   -99.0              1.5268695286791577E44
  28491         150.07802737195297 2.277624990798764   COSMOS           -18.859319987185717 5.585108757019043  5.585108757019043  0.0    Kokorev24/Kocevski24/Akin24           0    0    503   -99.0              6.771787065069939E43 
  46914         150.07834018465627 2.3726831628688827  COSMOS           -17.61938173389842  5.654763221740723  5.654763221740723  0.0    Kokorev24/Kocevski24/Akin24           0    0    504   -99.0              2.40518786011006E43  
  30145         150.07916934420106 2.285735767865748   COSMOS           -18.653306715944915 5.6646294593811035 5.6646294593811035 0.0    Kokorev24/Kocevski24                  0    0    505   -99.0              5.692327757398588E43 
  521672        150.07942437080695 2.5607297409960514  COSMOS           -22.29118606567189  7.304633787830996  7.304633787830996  0.0    Akin24                                0    0    506   -99.0              1.3247096137669391E45
  546683        150.0808415553614  2.5606803503520625  COSMOS           -22.066675436082747 6.706732311734854  6.706732311734854  0.0    Akin24                                0    0    507   -99.0              1.0863118468331073E45
  345904        150.0810084727486  2.01615162805705    COSMOS           -22.053243492067175 6.053567458495079  6.053567458495079  0.0    Akin24                                0    0    508   -99.0              1.0735082978246006E45
  67746         150.081871         2.30045             COSMOS           -18.95              9.16               9.16               0.0    Kocevski24                            0    0    509   -99.0              7.311141321673372E43 
  97561         150.0822424425018  2.0938775576804187  COSMOS           -22.32453486015224  6.474124277389629  6.474124277389629  0.0    Akin24                                0    0    510   -99.0              1.3643809785140995E45
  28500         150.08282077961337 2.277725899482126   COSMOS           -17.950203707308827 5.428969860076904  5.428969860076904  0.0    Kokorev24/Kocevski24/Akin24           0    0    511   -99.0              3.1626827924250275E43
  346161        150.08320683369746 2.017573813372186   COSMOS           -23.682229235089437 5.474359191112786  5.474359191112786  0.0    Akin24                                0    0    512   -99.0              4.5681468867918275E45
  75330         150.083618         2.320564            COSMOS           -17.92              5.56               5.56               0.0    Kocevski24                            0    0    513   -99.0              3.0843778997785783E43
  342832        150.08408046080206 1.9847300088411437  COSMOS           -23.278218537328414 7.056838324104647  7.056838324104647  0.0    Akin24                                0    0    514   -99.0              3.184141862521558E45 
  25273         150.084702         2.254013            COSMOS           -19.64              8.56               8.56               0.0    Kocevski24                            0    0    515   -99.0              1.314988647333124E44 
  516460        150.08575156869196 2.50865462296976    COSMOS           -22.898815170565214 5.846524562814752  5.846524562814752  0.0    Akin24                                0    0    516   -99.0              2.2710102087525255E45
  35781         150.085867         2.189921            COSMOS           -16.81              4.72               4.72               0.0    Kocevski24                            0    0    517   -99.0              1.240356980051426E43 
  95709         150.08707042839026 2.0742594137254646  COSMOS           -23.450415609743494 6.702279011509447  6.702279011509447  0.0    Akin24                                0    0    518   -99.0              3.713183995867684E45 
  529019        150.09068550177952 2.6226065159680987  COSMOS           -23.037642708816612 5.597038642189233  5.597038642189233  0.0    Akin24                                0    0    519   -99.0              2.5696522395941345E45
  337218        150.09277457867694 1.9235656247342796  COSMOS           -24.147319790627368 8.666129672550866  8.666129672550866  0.0    Akin24                                0    0    520   -99.0              6.929608061910326E45 
  509786        150.09381619188306 2.4385516936941793  COSMOS           -22.586267372284908 5.744672333955507  5.744672333955507  0.0    Akin24                                0    0    521   -99.0              1.7204765118893547E45
  8962          150.094115         2.373685            COSMOS           -18.16              6.52               6.52               0.0    Kocevski24/Akin24                     0    0    522   -99.0              3.765823508356518E43 
  113118        150.0973587291556  2.0497706591271725  COSMOS           -21.952246680456053 6.456169034859996  6.456169034859996  0.0    Akin24                                0    0    523   -99.0              9.819983189570974E44 
  8118          150.0981218093673  2.1749178052619516  COSMOS           -18.833064082469804 5.642417907714844  5.642417907714844  0.0    Kokorev24                             0    0    524   -99.0              6.623333549950429E43 
  58401         150.098225         2.272912            COSMOS           -17.38              5.2                5.2                0.0    Kocevski24                            0    0    525   -99.0              1.9751241060606616E43
  27477         150.098383         2.232665            COSMOS           -17.93              4.33               4.33               0.0    Kocevski24                            0    0    526   -99.0              3.1100813442940455E43
  13211         150.098997         2.343621            COSMOS           -21.82              7.06               7.06               0.0    Kocevski24                            0    0    527   -99.0              8.739848577223581E44 
  57613         150.099018         2.270399            COSMOS           -17.74              6.37               6.37               0.0    Kocevski24/Akin24                     0    0    528   -99.0              2.6571305709673174E43
  3866          150.100965         2.41942             COSMOS           -23.71              4.66               4.66               4.66   Kocevski24                            0    1    529   -99.0              4.68306983130169E45  
  50560         150.10104157507683 2.395235378443164   COSMOS           -17.434969123823286 5.145898818969727  5.145898818969727  0.0    Kokorev24                             0    0    530   -99.0              2.0663499129598272E43
  520764        150.10369349781374 2.5437807926427687  COSMOS           -22.712233258626114 5.702635331003026  5.702635331003026  0.0    Akin24                                0    0    531   -99.0              1.9239931297721238E45
  377903        150.10463435424305 1.8212440995259267  COSMOS           -22.82742748677535  6.6967297249657065 6.6967297249657065 0.0    Akin24                                0    0    532   -99.0              2.131336986817622E45 
  55624         150.104751         2.263992            COSMOS           -16.22              6.22               6.22               0.0    Kocevski24/Akin24                     0    0    533   -99.0              7.707518466510729E42 
  756434        150.10690059379564 2.3600444552597026  COSMOS           -23.857793175015445 6.9993             7.000665533735169  6.0    Akin24/Kokorev24/Kocevski24           2    0    534   7.8                5.3455220539569324E45
  100568        150.10773784411845 2.117151068729187   COSMOS           -23.9573943341824   5.7803703493980905 5.7803703493980905 0.0    Akin24                                0    0    535   -99.0              5.844456501235393E45 
  49030         150.109599         2.241405            COSMOS           -17.66              7.48               7.48               0.0    Kocevski24                            0    0    536   -99.0              2.4871763949627325E43
  51657         150.11024715996857 2.4022096081685143  COSMOS           -18.177887340483117 4.794125556945801  4.794125556945801  0.0    Kokorev24                             0    0    537   -99.0              3.8224092473667806E43
  22483         150.11107591653396 2.2452699630502013  COSMOS           -19.278248675968435 7.135468482971191  7.135468482971191  0.0    Kokorev24/Kocevski24/Akin24           0    0    538   -99.0              9.658243010309427E43 
  21309         150.111534         2.285523            COSMOS           -17.77              5.23               5.23               0.0    Kocevski24                            0    0    539   -99.0              2.723889369446426E43 
  369267        150.1148077199274  1.957631918708607   COSMOS           -21.86819512599574  7.01623268368029   7.01623268368029   0.0    Akin24                                0    0    540   -99.0              9.118820875692009E44 
  48540         150.1150718971086  2.419683492382846   COSMOS           -16.855273895371152 5.656249046325684  5.656249046325684  0.0    Kokorev24/Kokorev24/Kocevski24        0    0    541   -99.0              1.2867917520578378E43
  19462         150.11522538084762 2.2829872921207177  COSMOS           -17.517428739792308 4.3650689125061035 4.3650689125061035 0.0    Kokorev24/Kokorev24/Kocevski24        0    0    542   -99.0              2.2113676029355295E43
  3209          150.116167         2.427454            COSMOS           -17.58              4.63               4.63               0.0    Kocevski24                            0    0    543   -99.0              2.3283369301024417E43
  57671         150.116172         2.270558            COSMOS           -17.71              5.17               5.17               0.0    Kocevski24/Akin24                     0    0    544   -99.0              2.59204600245727E43  
  543089        150.1165230933941  2.5209626439824553  COSMOS           -21.726306921369307 5.805404344582126  5.805404344582126  0.0    Akin24                                0    0    545   -99.0              8.048091043790189E44 
  114914        150.117032         2.332659            COSMOS           -17.41              5.32               5.32               0.0    Kocevski24                            0    0    546   -99.0              2.024388111827082E43 
  80637         150.118144         2.45431             COSMOS           -17.96              7.45               7.45               0.0    Kocevski24                            0    0    547   -99.0              3.188514866071681E43 
  30612         150.118931         2.194972            COSMOS           -19.98              6.37               6.37               0.0    Kocevski24                            0    0    548   -99.0              1.7603197030500884E44
  16563         150.11970350414322 2.26701306487594    COSMOS           -18.386393790064062 5.0219926834106445 5.0219926834106445 0.0    Kokorev24/Kokorev24                   0    0    549   -99.0              4.549897277832759E43 
  810256        150.12034975223196 2.2077305681854633  COSMOS           -21.86284647337166  7.266195609786903  7.266195609786903  0.0    Akin24                                0    0    550   -99.0              9.075955359565173E44 
  788646        150.12193238707556 2.203101377130101   COSMOS           -22.983076781343307 7.856585947993491  7.856585947993491  0.0    Akin24                                0    0    551   -99.0              2.4478122936222446E45
  95213         150.12205552758985 2.0561867453686005  COSMOS           -22.946357619170314 6.617893027503637  6.617893027503637  0.0    Akin24                                0    0    552   -99.0              2.3691194200130004E45
  13666         150.12294911061196 2.2033023216193475  COSMOS           -18.631995473953918 5.288052558898926  5.288052558898926  0.0    Kokorev24/Kocevski24                  0    0    553   -99.0              5.591194595965826E43 
  14487         150.12353516120825 2.254835218295432   COSMOS           -18.42799352396667  7.169253349304199  7.169253349304199  0.0    Kokorev24/Kocevski24                  0    0    554   -99.0              4.711215948777512E43 
  15850         150.124732216842   2.262793675222228   COSMOS           -18.854532485601553 7.045637607574463  7.045637607574463  0.0    Kokorev24/Kokorev24/Kocevski24/Akin24 0    0    555   -99.0              6.744466996734411E43 
  9227          150.12492421630216 2.214572200483446   COSMOS           -20.6002220843258   5.713857173919678  5.713857173919678  0.0    Kokorev24/Kokorev24                   0    0    556   -99.0              3.0082200395723542E44
  7103          150.12582          2.389715            COSMOS           -19.25              7.03               7.03               0.0    Kocevski24                            0    0    557   -99.0              9.4290069377078E43   
  101131        150.127057         2.370589            COSMOS           -18.41              9.31               9.31               0.0    Kocevski24                            0    0    558   -99.0              4.640733621962683E43 
  47824         150.12873540017637 2.4163333945731362  COSMOS           -19.22500257938916  5.6554951667785645 5.6554951667785645 0.0    Kokorev24/Kokorev24/Kocevski24        0    0    559   -99.0              9.23078401617194E43  
  392648        150.1288516106454  1.9695165082961732  COSMOS           -22.827312217721357 6.15547656629402   6.15547656629402   0.0    Akin24                                0    0    560   -99.0              2.1311186155303163E45
  26971         150.12915260966713 2.3158155426656775  COSMOS           -19.574107712870415 6.406652450561523  6.406652450561523  0.0    Kokorev24/Kokorev24                   0    0    561   -99.0              1.242943043670864E44 
  65459         150.12918          2.294164            COSMOS           -17.47              7.45               7.45               0.0    Kocevski24                            0    0    562   -99.0              2.1267282106403344E43
  23571         150.12923557237977 2.301744061249596   COSMOS           -17.571934379257396 4.760718822479248  4.760718822479248  0.0    Kokorev24/Kokorev24                   0    0    563   -99.0              2.312910225737406E43 
  21824         150.129272         2.282174            COSMOS           -19.26              5.98               5.98               0.0    Kocevski24                            0    0    564   -99.0              9.509515007399404E43 
  43445         150.12941198164475 2.3936625758734276  COSMOS           -16.8612234852915   5.696870803833008  5.696870803833008  0.0    Kokorev24/Kokorev24                   0    0    565   -99.0              1.2930250746567199E43
  81528         150.129893         2.448441            COSMOS           -19.4               7.93               7.93               0.0    Kocevski24                            0    0    566   -99.0              1.0713141285567187E44
  406648        150.13140574897494 1.87601105421727    COSMOS           -21.997297623208034 7.7125817439854    7.7125817439854    0.0    Akin24                                0    0    567   -99.0              1.0218005214622552E45
  51514         150.13169869017457 2.435682049752244   COSMOS           -19.52710020458859  4.436739921569824  4.436739921569824  0.0    Kokorev24/Kokorev24/Kocevski24        0    0    568   -99.0              1.194014425322656E44 
  4278          150.13230609496728 2.16969237330149    COSMOS           -18.682312022164837 5.658226490020752  5.658226490020752  0.0    Kokorev24/Kokorev24                   0    0    569   -99.0              5.832983669162292E43 
  19946         150.13261022932556 2.2854226857852873  COSMOS           -17.95800058449554  5.974449157714844  5.974449157714844  0.0    Kokorev24/Kokorev24                   0    0    570   -99.0              3.183225079932417E43 
  29372         150.1334399364472  2.2820779097467385  COSMOS           -17.996768557475626 5.38581657409668   5.38581657409668   0.0    Kokorev24/Kocevski24                  0    0    571   -99.0              3.287412281972889E43 
  70533         150.136254         2.30803             COSMOS           -18.85              11.92              11.92              0.0    Kocevski24/Akin24                     0    0    572   -99.0              6.718705881949715E43 
  11967         150.1368162018058  2.2375628581426503  COSMOS           -17.70741974049986  5.482297897338867  5.482297897338867  0.0    Kokorev24/Akin24                      0    0    573   -99.0              2.5865249588612334E43
  5844          150.137105         2.40121             COSMOS           -19.7               8.2                8.2                0.0    Kocevski24/Akin24                     0    0    574   -99.0              1.3842891404649719E44
  2144          150.139906         2.442501            COSMOS           -17.32              4.66               4.66               0.0    Kocevski24                            0    0    575   -99.0              1.8802477964587832E43
  31668         150.14110035653763 2.3383750263790875  COSMOS           -18.95291826112945  5.607691287994385  5.607691287994385  0.0    Kokorev24                             0    0    576   -99.0              7.329209472775024E43 
  7071          150.142362         2.390024            COSMOS           -17.98              5.23               5.23               0.0    Kocevski24                            0    0    577   -99.0              3.2419258313548526E43
  555589        150.14299400597403 2.5988489416408243  COSMOS           -21.987027795957182 5.911923795744695  5.911923795744695  0.0    Akin24                                0    0    578   -99.0              1.012585919220879E45 
  577896        150.14380920251395 2.445219709384026   COSMOS           -21.14111227877151  5.600755671332686  5.600755671332686  0.0    Akin24                                0    0    579   -99.0              4.81798676880941E44  
  32928         150.14445146027904 2.3443942646772653  COSMOS           -19.620503351914046 4.458100318908691  4.458100318908691  0.0    Kokorev24/Kocevski24                  0    0    580   -99.0              1.2932388704826103E44
  381683        150.14675111195956 1.844535530500519   COSMOS           -23.65253980395901  6.686470542397219  6.686470542397219  0.0    Akin24                                0    0    581   -99.0              4.4484241557815896E45
  420614        150.14861171122305 1.9784860548558525  COSMOS           -22.48210157143761  6.822249774936848  6.822249774936848  0.0    Akin24                                0    0    582   -99.0              1.5686920487818712E45
  6282          150.14915417262176 2.1839552062959657  COSMOS           -19.83129225899538  5.673777103424072  5.673777103424072  0.0    Kokorev24/Kocevski24                  0    0    583   -99.0              1.5492000944360151E44
  14086         150.14935997753886 2.252564342128723   COSMOS           -17.672069166585732 7.127323150634766  7.127323150634766  0.0    Kokorev24/Kocevski24                  0    0    584   -99.0              2.5120856337441595E43
  524291        150.14942590764315 2.559841913870109   COSMOS           -24.58459471590867  5.802141415400976  5.802141415400976  0.0    Akin24                                0    0    585   -99.0              1.0263849515247134E46
  10696         150.1495153793968  2.2286532067228113  COSMOS           -17.913941567128244 5.667762279510498  5.667762279510498  0.0    Kokorev24/Kocevski24/Akin24           0    0    586   -99.0              3.068911496683449E43 
  39253         150.149576         2.20551             COSMOS           -20.0               8.56               8.56               0.0    Kocevski24                            0    0    587   -99.0              1.790866654394069E44 
  806494        150.1504682879075  2.3778688978788     COSMOS           -21.28895496392915  5.54925875447878   5.54925875447878   0.0    Akin24                                0    0    588   -99.0              5.482997924389475E44 
  16083         150.15079646268185 2.2640963505382845  COSMOS           -18.228176455232102 4.577879905700684  4.577879905700684  0.0    Kokorev24/Kocevski24                  0    0    589   -99.0              3.986201695668872E43 
  54661         150.15107557650222 2.454351195411005   COSMOS           -18.696773447367836 5.667634010314941  5.667634010314941  0.0    Kokorev24                             0    0    590   -99.0              5.904432975315809E43 
  420761        150.15115213746773 1.9787393194614609  COSMOS           -22.606571044299486 6.438401105469609  6.438401105469609  0.0    Akin24                                0    0    591   -99.0              1.751747033023256E45 
  406791        150.1517811147373  1.8696932492090503  COSMOS           -21.815951085197895 6.99374165760481   6.99374165760481   0.0    Akin24                                0    0    592   -99.0              8.708745739811357E44 
  17813         150.15276902849044 2.2731888044520874  COSMOS           -17.484805685649018 5.226693153381348  5.226693153381348  0.0    Kokorev24/Kocevski24                  0    0    593   -99.0              2.1527874914481148E43
  523117        150.1531206947976  2.5471596815073836  COSMOS           -23.032908400419238 5.754429276955127  5.754429276955127  0.0    Akin24                                0    0    594   -99.0              2.5588428556687167E45
  100652        150.15355952685988 2.1017950219330856  COSMOS           -26.18925306303568  4.3880081220777765 4.3880081220777765 0.0    Akin24                                0    0    595   -99.0              4.369175590599207E46 
  548708        150.1541934185864  2.5482890406097076  COSMOS           -21.83261562097296  7.249799180054252  7.249799180054252  0.0    Akin24                                0    0    596   -99.0              8.8374815557885E44   
  108622        150.154692         2.350232            COSMOS           -17.63              6.34               6.34               0.0    Kocevski24                            0    0    597   -99.0              2.4263500350276877E43
  97998         150.15478969511219 2.0719944369211256  COSMOS           -22.713382014344262 7.1901824271898    7.1901824271898    0.0    Akin24                                0    0    598   -99.0              1.9259568785461447E45
  50325         150.15508225107425 2.4293539770480828  COSMOS           -19.421946072118455 6.427699089050293  6.427699089050293  0.0    Kokorev24                             0    0    599   -99.0              1.0915439785291523E44
  524784        150.15546005078303 2.562473748962524   COSMOS           -23.567886158470465 7.963155558844637  7.963155558844637  0.0    Akin24                                0    0    600   -99.0              4.124129972659454E45 
  113415        150.155705         2.33761             COSMOS           -17.58              10.69              10.69              0.0    Kocevski24                            0    0    601   -99.0              2.3283369301024417E43
  45179         150.15583581243612 2.403109007403011   COSMOS           -19.021110586668016 7.10549259185791   7.10549259185791   0.0    Kokorev24/Kocevski24                  0    0    602   -99.0              7.764643438196132E43 
  16408         150.15615715727048 2.2660570085501224  COSMOS           -18.39209251194425  4.574862957000732  4.574862957000732  0.0    Kokorev24/Kocevski24                  0    0    603   -99.0              4.571658103927489E43 
  40799         150.1568560578954  2.379457522024708   COSMOS           -17.611949095069065 7.681150913238525  7.681150913238525  0.0    Kokorev24/Kocevski24/Akin24           0    0    604   -99.0              2.3904871784992196E43
  27765         150.15836273334443 2.320200072943564   COSMOS           -18.41738423430438  5.172641754150391  5.172641754150391  0.0    Kokorev24/Kocevski24                  0    0    605   -99.0              4.669527040323258E43 
  20187         150.16025737937798 2.286544505284899   COSMOS           -19.234168973485463 6.60816764831543   6.60816764831543   0.0    Kokorev24/Kocevski24/Akin24           0    0    606   -99.0              9.302972876875222E43 
  79014         150.160274         2.464053            COSMOS           -19.31              9.79               9.79               0.0    Kocevski24                            0    0    607   -99.0              9.922696475647691E43 
  15393         150.1606400419916  2.260086902949174   COSMOS           -17.60131108719087  5.689459800720215  5.689459800720215  0.0    Kokorev24                             0    0    608   -99.0              2.369606676825646E43 
  105567        150.16091620204685 2.1592493526314143  COSMOS           -23.723450305526015 7.499425669387039  7.499425669387039  0.0    Akin24                                0    0    609   -99.0              4.739773455782814E45 
  78729         150.161027         2.465804            COSMOS           -20.12              10.45              10.45              0.0    Kocevski24                            0    0    610   -99.0              1.9858218385286982E44
  21943         150.16301259177584 2.2946759190769757  COSMOS           -17.48759376893191  4.715499401092529  4.715499401092529  0.0    Kokorev24                             0    0    611   -99.0              2.1577312415305405E43
  402317        150.1633031780252  1.8300850878942092  COSMOS           -22.208083850977133 6.649096256064696  6.649096256064696  0.0    Akin24                                0    0    612   -99.0              1.2308484525226945E45
  52084         150.16342860843284 2.4391549528156817  COSMOS           -19.18404760972223  7.075610160827637  7.075610160827637  0.0    Kokorev24/Kocevski24                  0    0    613   -99.0              8.915160664608597E43 
  414710        150.16423602025523 1.927283884883551   COSMOS           -22.252703106804436 7.170234438458586  7.170234438458586  0.0    Akin24                                0    0    614   -99.0              1.2803769163094468E45
  792325        150.1652412050395  2.227032827998315   COSMOS           -21.958168110950396 5.478180247275837  5.478180247275837  0.0    Akin24                                0    0    615   -99.0              9.871390081515327E44 
  55423         150.16554471202375 2.459116257258063   COSMOS           -18.19569406306958  5.408047199249268  5.408047199249268  0.0    Kokorev24                             0    0    616   -99.0              3.8796040087916064E43
  392470        150.16821493723003 1.9532464649543253  COSMOS           -23.001423000094753 5.533306451366702  5.533306451366702  0.0    Akin24                                0    0    617   -99.0              2.4881129520324238E45
  387828        150.16904770077974 1.9032625135689436  COSMOS           -23.013737546777442 7.004633604031797  7.004633604031797  0.0    Akin24                                0    0    618   -99.0              2.5155388520796796E45
  385126        150.16994333142452 1.8710550690403558  COSMOS           -24.56522690793833  6.338161406649774  6.338161406649774  0.0    Akin24                                0    0    619   -99.0              1.0086612417127271E46
